target_chembl,uniprot,gene_symbol,pref_name,protein_class,n_mols,metal_enzyme_risk
CHEMBL3384,Q16512,PKN1,Serine/threonine-protein kinase N1,AGC protein kinase PKN family,123,0
CHEMBL4522,Q9NSY1,BMP2K,BMP-2-inducible protein kinase,Other protein kinase NAK family,123,0
CHEMBL2029197,O95398,RAPGEF3,Rap guanine nucleotide exchange factor 3,Unclassified protein,123,0
CHEMBL4105787,P23743,DGKA,Diacylglycerol kinase alpha,Transferase,123,0
CHEMBL2473,P49768,PSEN1,Presenilin-1,Presenilin ER Ca2+ leak channel family,122,0
CHEMBL3616354,O15382,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",Transferase,122,0
CHEMBL4112,O75106,AOC2,Amine oxidase [copper-containing] 2,Oxidoreductase,121,0
CHEMBL3935,Q9UQB9,AURKC,Aurora kinase C,Other protein kinase AUR family,121,0
CHEMBL1293249,Q13887,KLF5,Krueppel-like factor 5,Transcription factor,121,0
CHEMBL4736,P28715,ERCC5,DNA excision repair protein ERCC-5,Other nuclear protein,120,0
CHEMBL4342,O15496,PLA2G10,Group 10 secretory phospholipase A2,Hydrolase,119,0
CHEMBL1628472,Q9NSD7,RXFP3,Relaxin-3 receptor 1,Relaxin receptor,118,0
CHEMBL4523457,Q9H7M9,VSIR,V-type immunoglobulin domain-containing suppressor of T-cell activation,Unclassified protein,118,0
CHEMBL3378,P19438,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Membrane receptor,117,0
CHEMBL2721,P43005,SLC1A1,Excitatory amino acid transporter 3,SLC01 family of amino acid transporters,117,0
CHEMBL3683,Q13002,GRIK2,"Glutamate receptor ionotropic, kainate 2",Kainate receptor,117,0
CHEMBL6138,Q6B0I6,KDM4D,Lysine-specific demethylase 4D,Jumonji domain-containing,117,0
CHEMBL3972,P22102,GART,Trifunctional purine biosynthetic protein adenosine-3,Ligase,116,0
CHEMBL3879859,Q9HCE7,SMURF1,E3 ubiquitin-protein ligase SMURF1,Transferase,116,0
CHEMBL5844,O95838,GLP2R,Glucagon-like peptide 2 receptor,Glucagon-like peptide receptor,115,0
CHEMBL1938210,Q9Y2K7,KDM2A,Lysine-specific demethylase 2A,Jumonji domain-containing,115,0
CHEMBL4948,Q13163,MAP2K5,Dual specificity mitogen-activated protein kinase kinase 5,STE protein kinase STE7 family,114,0
CHEMBL2759,P08686,CYP21A2,Steroid 21-hydroxylase,Cytochrome P450 21A2,114,0
CHEMBL4421,P49019,HCAR3,Hydroxycarboxylic acid receptor 3,Hydroxycarboxylic acid receptor,114,0
CHEMBL5685,O15245,SLC22A1,Solute carrier family 22 member 1,SLC22 family of organic cation and anion transporters,114,0
CHEMBL5736,P01275,GCG,Pro-glucagon,Secreted protein,114,0
CHEMBL1075178,Q9HB89,NMUR1,Neuromedin-U receptor 1,Neuromedin U receptor,114,0
CHEMBL1293230,P26599,PTBP1,Polypyrimidine tract-binding protein 1,Other nuclear protein,114,0
CHEMBL1861,P32754,HPD,4-hydroxyphenylpyruvate dioxygenase,Oxidoreductase,113,0
CHEMBL5701,Q9H2K8,TAOK3,Serine/threonine-protein kinase TAO3,STE protein kinase TAO subfamily,113,0
CHEMBL5880,P60568,IL2,Interleukin-2,Secreted protein,113,0
CHEMBL1613743,P14598,NCF1,Neutrophil cytosol factor 1,Unclassified protein,113,0
CHEMBL4772,O15120,AGPAT2,1-acyl-sn-glycerol-3-phosphate acyltransferase beta,Transferase,112,0
CHEMBL3190,P48058,GRIA4,Glutamate receptor 4,AMPA receptor,112,0
CHEMBL5873,P11168,SLC2A2,"Solute carrier family 2, facilitated glucose transporter member 2",SLC02 family of hexose and sugar alcohol transporters,112,0
CHEMBL1743122,O15244,SLC22A2,Solute carrier family 22 member 2,SLC22 family of organic cation and anion transporters,112,0
CHEMBL1764940,P27694,RPA1,Replication protein A 70 kDa DNA-binding subunit,Unclassified protein,112,0
CHEMBL2146346,P46531,NOTCH1,Neurogenic locus notch homolog protein 1,Membrane receptor,112,0
CHEMBL3621037,Q6P6C2,ALKBH5,RNA demethylase ALKBH5,Oxidoreductase,112,0
CHEMBL2872,P80192,MAP3K9,Mitogen-activated protein kinase kinase kinase 9,TKL protein kinase MLK subfamily,111,0
CHEMBL3751,O95718,ESRRB,Steroid hormone receptor ERR2,Nuclear hormone receptor subfamily 3 group B member 2,110,0
CHEMBL1293274,Q15056,EIF4H,Eukaryotic translation initiation factor 4H,Other nuclear protein,110,0
CHEMBL1961783,P20393,NR1D1,Nuclear receptor subfamily 1 group D member 1,Nuclear hormone receptor subfamily 1 group D member 1,110,0
CHEMBL4924,Q9UK32,RPS6KA6,Ribosomal protein S6 kinase alpha-6,AGC protein kinase RSK subfamily,109,0
CHEMBL5553,O00571,DDX3X,ATP-dependent RNA helicase DDX3X,Enzyme,109,0
CHEMBL4999,P17516,AKR1C4,Aldo-keto reductase family 1 member C4,Oxidoreductase,109,0
CHEMBL5683,O15075,DCLK1,Serine/threonine-protein kinase DCLK1,CAMK protein kinase DCAMK1 family,109,0
CHEMBL1938222,Q9Y2I7,PIKFYVE,1-phosphatidylinositol 3-phosphate 5-kinase,Transferase,109,0
CHEMBL3351190,Q04756,HGFAC,Hepatocyte growth factor activator serine protease,Serine protease S1A subfamily,109,0
CHEMBL5169167,Q6UWP7,LCLAT1,Lysocardiolipin acyltransferase 1,Transferase,109,0
CHEMBL2896,Q13237,PRKG2,cGMP-dependent protein kinase 2,AGC protein kinase PKG family,108,0
CHEMBL3228,O00222,GRM8,Metabotropic glutamate receptor 8,Metabotropic glutamate receptor,108,0
CHEMBL2378,P30307,CDC25C,M-phase inducer phosphatase 3,Serine/threonine/tyrosine protein phosphatase,108,0
CHEMBL3777,Q14831,GRM7,Metabotropic glutamate receptor 7,Metabotropic glutamate receptor,108,0
CHEMBL4958,Q05193,DNM1,Dynamin-1,Hydrolase,107,0
CHEMBL3526,P11217,PYGM,"Glycogen phosphorylase, muscle form",Transferase,107,0
CHEMBL3108642,Q9UIF9,BAZ2A,Bromodomain adjacent to zinc finger domain protein 2A,Bromodomain,107,0
CHEMBL3112379,Q8NHU3,SGMS2,Phosphatidylcholine:ceramide cholinephosphotransferase 2,Transferase,107,0
CHEMBL3817,Q92934,BAD,Bcl2-associated agonist of cell death,Other cytosolic protein,106,0
CHEMBL2447,P27707,DCK,Deoxycytidine kinase,Transferase,106,0
CHEMBL4894,P47211,GALR1,Galanin receptor type 1,Galanin receptor,106,0
CHEMBL2316,P10144,GZMB,Granzyme B,Serine protease S1A subfamily,106,0
CHEMBL5704,Q9H5J4,ELOVL6,Very long chain fatty acid elongase 6,Transferase,106,0
CHEMBL3313832,O94953,KDM4B,Lysine-specific demethylase 4B,Lysine-specific demethylase,106,0
CHEMBL4295754,P36969,GPX4,Phospholipid hydroperoxide glutathione peroxidase GPX4,Oxidoreductase,106,0
CHEMBL5754,Q96L34,MARK4,MAP/microtubule affinity-regulating kinase 4,CAMK protein kinase MARK subfamily,105,0
CHEMBL5852,Q96P65,QRFPR,Pyroglutamylated RF-amide peptide receptor,RF amide receptor,105,0
CHEMBL5941,Q9P289,STK26,Serine/threonine-protein kinase 26,STE protein kinase YSK subfamily,105,0
CHEMBL4630839,Q6IQ20,NAPEPLD,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,Hydrolase,105,0
CHEMBL2493,Q14012,CAMK1,Calcium/calmodulin-dependent protein kinase type 1,CAMK protein kinase CAMK1 family,104,0
CHEMBL5281,P05181,CYP2E1,Cytochrome P450 2E1,Cytochrome P450 2E1,104,0
CHEMBL5399,P41586,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,Unclassified protein,104,0
CHEMBL1795184,Q86U86,PBRM1,Protein polybromo-1,Bromodomain,104,0
CHEMBL4176,P04066,FUCA1,Tissue alpha-L-fucosidase,Hydrolase,103,0
CHEMBL5533,Q04206,RELA,Transcription factor p65,Transcription factor,103,0
CHEMBL1287623,Q96JM7,L3MBTL3,Lethal(3)malignant brain tumor-like protein 3,MBT domain,102,0
CHEMBL2029198,Q8WZA2,RAPGEF4,Rap guanine nucleotide exchange factor 4,Unclassified protein,102,0
CHEMBL3578,P30838,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",Oxidoreductase,101,0
CHEMBL3579,P47895,ALDH1A3,Retinaldehyde dehydrogenase 3,Oxidoreductase,101,0
CHEMBL4050,Q02790,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4,Isomerase,101,0
CHEMBL1795192,Q14004,CDK13,Cyclin-dependent kinase 13,Enzyme,101,0
CHEMBL1893,Q05940,SLC18A2,Synaptic vesicular amine transporter,SLC18 family of vesicular amine transporters,100,0
CHEMBL1886,Q14654,KCNJ11,ATP-sensitive inward rectifier potassium channel 11,Inwardly rectifying potassium channel,100,0
CHEMBL5083,Q9Y6F1,PARP3,Protein mono-ADP-ribosyltransferase PARP3,Transferase,100,0
CHEMBL1287627,P04839,CYBB,NADPH oxidase 2,Transmembrane 1-electron transfer carriers,100,0
CHEMBL3290,P29323,EPHB2,Ephrin type-B receptor 2,Tyrosine protein kinase Eph family,99,0
CHEMBL3735,P19320,VCAM1,Vascular cell adhesion protein 1,Adhesion,99,0
CHEMBL3667,P42356,PI4KA,Phosphatidylinositol 4-kinase alpha,Transferase,99,0
CHEMBL5404,Q86UE8,TLK2,Serine/threonine-protein kinase tousled-like 2,Other protein kinase TLK family,99,0
CHEMBL5891,O60678,PRMT3,Protein arginine N-methyltransferase 3,Protein arginine methyltransferase,99,0
CHEMBL2150838,Q9BXA5,SUCNR1,Succinate receptor 1,Succinate receptor,99,0
CHEMBL3305,P04278,SHBG,Sex hormone-binding globulin,Secreted protein,98,0
CHEMBL1903,P30531,SLC6A1,Sodium- and chloride-dependent GABA transporter 1,SLC06 neurotransmitter transporter family,97,0
CHEMBL2476,O43526,KCNQ2,Potassium voltage-gated channel subfamily KQT member 2,Voltage-gated potassium channel,97,0
CHEMBL3191,Q9NPC1,LTB4R2,Leukotriene B4 receptor 2,Leukotriene receptor,97,0
CHEMBL3094,Q8IW41,MAPKAPK5,MAP kinase-activated protein kinase 5,CAMK protein kinase MAPKAPK subfamily,97,0
CHEMBL3091,Q99523,SORT1,Sortilin,Membrane receptor,97,0
CHEMBL1908383,O60331,PIP5K1C,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma,Transferase,97,0
CHEMBL5465290,P48651,PTDSS1,Phosphatidylserine synthase 1,Transferase,97,0
CHEMBL3236,Q05209,PTPN12,Tyrosine-protein phosphatase non-receptor type 12,Tyrosine protein phosphatase,96,0
CHEMBL4105809,Q92905,COPS5,COP9 signalosome complex subunit 5,Hydrolase,96,0
CHEMBL2886,P00558,PGK1,Phosphoglycerate kinase 1,Transferase,95,0
CHEMBL5872,Q99527,GPER1,G-protein coupled estrogen receptor 1,Steroid-like ligand receptor,95,0
CHEMBL2024,P23945,FSHR,Follicle-stimulating hormone receptor,Glycohormone receptor,94,0
CHEMBL2384898,Q14330,GPR18,N-arachidonyl glycine receptor,Family A G protein-coupled receptor,94,0
CHEMBL2182,P28566,HTR1E,5-hydroxytryptamine receptor 1E,Serotonin receptor,93,0
CHEMBL3176,O43603,GALR2,Galanin receptor type 2,Galanin receptor,93,0
CHEMBL4304,Q12791,KCNMA1,Calcium-activated potassium channel subunit alpha-1,Calcium-activated potassium channel,93,0
CHEMBL3530,O14733,MAP2K7,Dual specificity mitogen-activated protein kinase kinase 7,STE protein kinase STE7 family,93,0
CHEMBL2176774,O95696,BRD1,Bromodomain-containing protein 1,PWWP domain,93,0
CHEMBL3092,P14091,CTSE,Cathepsin E,Aspartic protease A1A subfamily,92,0
CHEMBL5869,Q00613,HSF1,Heat shock factor protein 1,Other cytosolic protein,92,0
CHEMBL2176772,Q9UPN9,TRIM33,E3 ubiquitin-protein ligase TRIM33,Bromodomain,92,0
CHEMBL3521,P10586,PTPRF,Receptor-type tyrosine-protein phosphatase F,Receptor tyrosine-protein phosphatase,91,0
CHEMBL4141,Q16654,PDK4,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial",Atypical protein kinase PDHK subfamily,91,0
CHEMBL5575,Q15046,KARS1,Lysine--tRNA ligase,Enzyme,91,0
CHEMBL6003,Q9BXA7,TSSK1B,Testis-specific serine/threonine-protein kinase 1,CAMK protein kinase TSSK family,91,0
CHEMBL1293276,O14924,RGS12,Regulator of G-protein signaling 12,Enzyme,91,0
CHEMBL3317334,P40306,PSMB10,Proteasome subunit beta type-10,Threonine protease T1A subfamily,91,0
CHEMBL3879857,Q8N8U2,CDYL2,Chromodomain Y-like protein 2,Chromodomain,91,0
CHEMBL2164,P62136,PPP1CA,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,Serine/threonine protein phosphatase,90,0
CHEMBL4796,P17538,CTRB1,Chymotrypsinogen B,Serine protease S1A subfamily,90,0
CHEMBL4105879,Q16820,MEP1B,Meprin A subunit beta,Hydrolase,90,0
CHEMBL4523494,Q9UNU6,CYP8B1,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase,Oxidoreductase,90,0
CHEMBL4573,O15303,GRM6,Metabotropic glutamate receptor 6,Metabotropic glutamate receptor,89,0
CHEMBL2688,P19367,HK1,Hexokinase-1,Enzyme,89,0
CHEMBL2638,P60891,PRPS1,Ribose-phosphate pyrophosphokinase 1,Transferase,89,0
CHEMBL1741220,Q9UIF8,BAZ2B,Bromodomain adjacent to zinc finger domain protein 2B,Bromodomain,89,0
CHEMBL1926488,P50336,PPOX,Protoporphyrinogen oxidase,Oxidoreductase,89,0
CHEMBL4523442,Q9BV86,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1,Transferase,89,0
CHEMBL5703,Q9H3Y6,SRMS,Tyrosine-protein kinase Srms,Tyrosine protein kinase Srm,88,0
CHEMBL2163175,O75936,BBOX1,Gamma-butyrobetaine dioxygenase,Oxidoreductase,88,0
CHEMBL1803,P20701,ITGAL,Integrin alpha-L,Adhesion,87,0
CHEMBL4330,Q9NS75,CYSLTR2,Cysteinyl leukotriene receptor 2,Leukotriene receptor,87,0
CHEMBL2870,P56192,MARS1,"Methionine--tRNA ligase, cytoplasmic",Ligase,87,0
CHEMBL3638,Q8IV61,RASGRP3,Ras guanyl-releasing protein 3,Other cytosolic protein,87,0
CHEMBL6157,Q99816,TSG101,Tumor susceptibility gene 101 protein,Unclassified protein,87,0
CHEMBL3407328,Q9H999,PANK3,Pantothenate kinase 3,Transferase,87,0
CHEMBL1988,P16066,NPR1,Atrial natriuretic peptide receptor 1,Receptor guanylate cyclase,86,0
CHEMBL2755,P00390,GSR,"Glutathione reductase, mitochondrial",Oxidoreductase,86,0
CHEMBL5475,O00214,LGALS8,Galectin-8,Other cytosolic protein,86,0
CHEMBL1075152,Q14397,GCKR,Glucokinase regulatory protein,Enzyme,86,0
CHEMBL1795168,Q9NZ45,CISD1,CDGSH iron-sulfur domain-containing protein 1,Unclassified protein,86,0
CHEMBL3588739,Q9NR48,ASH1L,Histone-lysine N-methyltransferase ASH1L,SET domain,86,0
CHEMBL2518,P31939,ATIC,Bifunctional purine biosynthesis protein ATIC,Enzyme,85,0
CHEMBL3938,O75716,STK16,Serine/threonine-protein kinase 16,Other protein kinase NAK family,85,0
CHEMBL4843,P49238,CX3CR1,CX3C chemokine receptor 1,CX3C chemokine receptor,84,0
CHEMBL3544,O00482,NR5A2,Nuclear receptor subfamily 5 group A member 2,Nuclear hormone receptor subfamily 5 group A member 2,84,0
CHEMBL4116,P11766,ADH5,Alcohol dehydrogenase class-3,Oxidoreductase,83,0
CHEMBL2094,P51575,P2RX1,P2X purinoceptor 1,P2X receptor,83,0
CHEMBL2810,P22735,TGM1,Protein-glutamine gamma-glutamyltransferase K,Protein-glutamine glutamyl-transferase,83,0
CHEMBL3585,Q01118,SCN7A,Sodium channel protein type 7 subunit alpha,Voltage-gated sodium channel,83,0
CHEMBL5845,P23415,GLRA1,Glycine receptor subunit alpha-1,Glycine receptor,83,0
CHEMBL2176778,Q460N3,PARP15,Protein mono-ADP-ribosyltransferase PARP15,Transferase,83,0
CHEMBL3562167,Q9BXC1,GPR174,Probable G-protein coupled receptor 174,Family A G protein-coupled receptor,83,0
CHEMBL1927,Q16881,TXNRD1,"Thioredoxin reductase 1, cytoplasmic",Oxidoreductase,82,0
CHEMBL4135,P53609,PGGT1B,Geranylgeranyl transferase type-1 subunit beta,Transferase,82,0
CHEMBL2246,P14550,AKR1A1,Aldo-keto reductase family 1 member A1,Oxidoreductase,82,0
CHEMBL3107,P09038,FGF2,Fibroblast growth factor 2,Secreted protein,82,0
CHEMBL2738,P10323,ACR,Acrosin,Serine protease S1A subfamily,82,0
CHEMBL5474,O00182,LGALS9,Galectin-9,Other cytosolic protein,82,0
CHEMBL3774300,Q8WYB5,KAT6B,Histone acetyltransferase KAT6B,Enzyme,82,0
CHEMBL4941,Q13126,MTAP,S-methyl-5'-thioadenosine phosphorylase,Enzyme,81,0
CHEMBL1882,P43681,CHRNA4,Neuronal acetylcholine receptor subunit alpha-4,Nicotinic acetylcholine receptor alpha subunit,81,0
CHEMBL2552,P15086,CPB1,Carboxypeptidase B,Metallo protease M14A subfamily,81,0
CHEMBL3047,Q9NXG6,P4HTM,Transmembrane prolyl 4-hydroxylase,Oxidoreductase,81,0
CHEMBL1772927,P34896,SHMT1,"Serine hydroxymethyltransferase, cytosolic",Transferase,81,0
CHEMBL1938212,Q9UPP1,PHF8,Histone lysine demethylase PHF8,Jumonji domain-containing,81,0
CHEMBL3091266,O43194,GPR39,G-protein coupled receptor 39,Family A G protein-coupled receptor,81,0
CHEMBL4295828,Q15561,TEAD4,Transcriptional enhancer factor TEF-3,Transcription factor,81,0
CHEMBL3964,P19174,PLCG1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",Enzyme,80,0
CHEMBL4532,P41587,VIPR2,Vasoactive intestinal polypeptide receptor 2,Vasoactive intestinal peptide receptor,80,0
CHEMBL1293240,Q15149,PLEC,Plectin,Structural protein,80,0
CHEMBL4523510,Q9Y6A2,CYP46A1,Cholesterol 24-hydroxylase,Oxidoreductase,80,0
CHEMBL4647,Q9HBH1,PDF,"Peptide deformylase, mitochondrial",Hydrolase,79,0
CHEMBL2275,Q00796,SORD,Sorbitol dehydrogenase,Oxidoreductase,79,0
CHEMBL1926492,Q5TCY1,TTBK1,Tau-tubulin kinase 1,CK1 protein kinase group,79,0
CHEMBL3085621,Q12830,BPTF,Nucleosome-remodeling factor subunit BPTF,Bromodomain,79,0
CHEMBL3112384,O94788,ALDH1A2,Retinal dehydrogenase 2,Oxidoreductase,79,0
CHEMBL4523118,O00429,DNM1L,Dynamin-1-like protein,Hydrolase,79,0
CHEMBL2088,P15085,CPA1,Carboxypeptidase A1,Metallo protease M14A subfamily,78,0
CHEMBL3125,O75676,RPS6KA4,Ribosomal protein S6 kinase alpha-4,AGC protein kinase MSK subfamily,78,0
CHEMBL2960,P40145,ADCY8,Adenylate cyclase type 8,Lyase,78,0
CHEMBL5427,Q86Z02,HIPK1,Homeodomain-interacting protein kinase 1,CMGC protein kinase HIPK subfamily,78,0
CHEMBL1628465,Q9H1D0,TRPV6,Transient receptor potential cation channel subfamily V member 6,Transient receptor potential channel,78,0
CHEMBL2558,P53355,DAPK1,Death-associated protein kinase 1,CAMK protein kinase DAPK family,77,0
CHEMBL4521,Q07973,CYP24A1,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Cytochrome P450 24A1,77,0
CHEMBL5081,Q9Y616,IRAK3,Interleukin-1 receptor-associated kinase 3,TKL protein kinase IRAK family,77,0
CHEMBL6002,Q9BWU1,CDK19,Cyclin-dependent kinase 19,CMGC protein kinase CDK8 subfamily,77,0
CHEMBL1075315,P32302,CXCR5,C-X-C chemokine receptor type 5,CXC chemokine receptor,77,0
CHEMBL2052028,P60842,EIF4A1,Eukaryotic initiation factor 4A-I,Hydrolase,77,0
CHEMBL2176776,Q9HC62,SENP2,Sentrin-specific protease 2,Cysteine protease C48 family,77,0
CHEMBL2176846,Q15109,AGER,Advanced glycosylation end product-specific receptor,Membrane receptor,77,0
CHEMBL3026,P34903,GABRA3,Gamma-aminobutyric acid receptor subunit alpha-3,GABA-A receptor,76,0
CHEMBL2321615,O95069,KCNK2,Potassium channel subfamily K member 2,Two-pore domain potassium channel,76,0
CHEMBL5724622,Q9ULC4,MCTS1,Malignant T-cell-amplified sequence 1,Unclassified protein,76,0
CHEMBL6067624,P18848,ATF4,Cyclic AMP-dependent transcription factor ATF-4,Transcription factor,76,0
CHEMBL3174,P78417,GSTO1,Glutathione S-transferase omega-1,Enzyme,75,0
CHEMBL6174,P00403,MT-CO2,Cytochrome c oxidase subunit 2,Oxidoreduction-driven transporters,75,0
CHEMBL5838,P21860,ERBB3,Receptor tyrosine-protein kinase erbB-3,Tyrosine protein kinase EGFR family,75,0
CHEMBL2417348,Q13507,TRPC3,Short transient receptor potential channel 3,Transient receptor potential channel,74,0
CHEMBL4523191,P18510,IL1RN,Interleukin-1 receptor antagonist protein,Unclassified protein,74,0
CHEMBL3233,P25054,APC,Adenomatous polyposis coli protein,Other cytosolic protein,73,0
CHEMBL5517,Q8N474,SFRP1,Secreted frizzled-related protein 1,Secreted protein,73,0
CHEMBL5836,O15197,EPHB6,Ephrin type-B receptor 6,Membrane receptor,73,0
CHEMBL1075102,O00443,PIK3C2A,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,Transferase,73,0
CHEMBL1992,Q9Y6K1,DNMT3A,DNA (cytosine-5)-methyltransferase 3A,PWWP domain,72,0
CHEMBL2309,Q09470,KCNA1,Potassium voltage-gated channel subfamily A member 1,Voltage-gated potassium channel,72,0
CHEMBL4901,P54753,EPHB3,Ephrin type-B receptor 3,Tyrosine protein kinase Eph family,72,0
CHEMBL5082,Q9Y6E0,STK24,Serine/threonine-protein kinase 24,STE protein kinase YSK subfamily,72,0
CHEMBL5748,Q92887,ABCC2,ATP-binding cassette sub-family C member 2,ABCC subfamily,72,0
CHEMBL5810,P21709,EPHA1,Ephrin type-A receptor 1,Tyrosine protein kinase Eph family,72,0
CHEMBL6095,Q9UBC3,DNMT3B,DNA (cytosine-5)-methyltransferase 3B,PWWP domain,72,0
CHEMBL1628461,Q8TDS5,OXER1,Oxoeicosanoid receptor 1,Leukotriene receptor,72,0
CHEMBL1938208,Q8NB78,KDM1B,Lysine-specific histone demethylase 2,Lysine-specific demethylase,72,0
CHEMBL2157854,P40818,USP8,Ubiquitin carboxyl-terminal hydrolase 8,Cysteine protease C19 family,72,0
CHEMBL3638324,P46093,GPR4,G-prodeshotein coupled receptor 4,Family A G protein-coupled receptor,72,0
CHEMBL4630879,Q8TDQ0,HAVCR2,Hepatitis A virus cellular receptor 2,Unclassified protein,72,0
CHEMBL4665585,Q01973,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,Unclassified protein,72,0
CHEMBL2883,P04183,TK1,"Thymidine kinase, cytosolic",Transferase,71,0
CHEMBL4589,P28161,GSTM2,Glutathione S-transferase Mu 2,Transferase,71,0
CHEMBL4931,Q15125,EBP,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Isomerase,71,0
CHEMBL4954,P29320,EPHA3,Ephrin type-A receptor 3,Tyrosine protein kinase Eph family,71,0
CHEMBL4666,Q13285,NR5A1,Steroidogenic factor 1,Nuclear hormone receptor subfamily 5 group A member 1,71,0
CHEMBL6191,Q56UN5,MAP3K19,Mitogen-activated protein kinase kinase kinase 19,STE protein kinase STE11 family,71,0
CHEMBL2157,P10145,CXCL8,Interleukin-8,Secreted protein,70,0
CHEMBL4679,P54687,BCAT1,"Branched-chain-amino-acid aminotransferase, cytosolic",Transferase,70,0
CHEMBL5201,O14843,FFAR3,Free fatty acid receptor 3,Free fatty acid receptor,70,0
CHEMBL5817,P51692,STAT5B,Signal transducer and activator of transcription 5B,Transcription factor,70,0
CHEMBL6000,Q9BVS4,RIOK2,Serine/threonine-protein kinase RIO2,Atypical protein kinase RIO2 subfamily,70,0
CHEMBL2363017,Q9ULD8,KCNH3,Voltage-gated inwardly rectifying potassium channel KCNH3,Voltage-gated potassium channel,70,0
